 Giorno,Giorno,0-1,1-2,2-3,3-4,4-5,5-6,6-7,7-8,8-9,9-10,10-11,11-12,12-13,13-14,14-15,15-16,16-17,17-18,18-19,19-20,20-21,21-22,22-23,23-24,24-25 
 Domenica,11/09/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Lunedì,12/09/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Martedì,13/09/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Mercoledì,14/09/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Giovedì,15/09/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Venerdì,16/09/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Sabato,17/09/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Domenica,18/09/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Lunedì,19/09/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Martedì,20/09/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Mercoledì,21/09/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Giovedì,22/09/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Venerdì,23/09/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Sabato,24/09/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Domenica,25/09/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Lunedì,26/09/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Martedì,27/09/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Mercoledì,28/09/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Giovedì,29/09/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Venerdì,30/09/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Sabato,01/10/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Domenica,02/10/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Lunedì,03/10/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Martedì,04/10/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Mercoledì,05/10/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Giovedì,06/10/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Venerdì,07/10/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Sabato,08/10/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Domenica,09/10/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Lunedì,10/10/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Martedì,11/10/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Mercoledì,12/10/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Giovedì,13/10/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Venerdì,14/10/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Sabato,15/10/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Domenica,16/10/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Lunedì,17/10/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Martedì,18/10/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Mercoledì,19/10/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Giovedì,20/10/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Venerdì,21/10/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Sabato,22/10/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Domenica,23/10/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Lunedì,24/10/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Martedì,25/10/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Mercoledì,26/10/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Giovedì,27/10/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Venerdì,28/10/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Sabato,29/10/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Domenica,30/10/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-    
 Lunedì,31/10/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Martedì,01/11/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Mercoledì,02/11/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Giovedì,03/11/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Venerdì,04/11/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Sabato,05/11/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Domenica,06/11/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Lunedì,07/11/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Martedì,08/11/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Mercoledì,09/11/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Giovedì,10/11/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Venerdì,11/11/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Sabato,12/11/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Domenica,13/11/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Lunedì,14/11/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Martedì,15/11/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Mercoledì,16/11/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Giovedì,17/11/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Venerdì,18/11/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Sabato,19/11/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Domenica,20/11/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Lunedì,21/11/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Martedì,22/11/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Mercoledì,23/11/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Giovedì,24/11/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Venerdì,25/11/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Sabato,26/11/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Domenica,27/11/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Lunedì,28/11/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Martedì,29/11/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Mercoledì,30/11/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Giovedì,01/12/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Venerdì,02/12/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Sabato,03/12/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Domenica,04/12/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Lunedì,05/12/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Martedì,06/12/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Mercoledì,07/12/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Giovedì,08/12/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Venerdì,09/12/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Sabato,10/12/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Domenica,11/12/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Lunedì,12/12/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Martedì,13/12/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Mercoledì,14/12/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Giovedì,15/12/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Venerdì,16/12/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Sabato,17/12/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Domenica,18/12/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Lunedì,19/12/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Martedì,20/12/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Mercoledì,21/12/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Giovedì,22/12/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Venerdì,23/12/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Sabato,24/12/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Domenica,25/12/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Lunedì,26/12/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Martedì,27/12/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Mercoledì,28/12/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Giovedì,29/12/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Venerdì,30/12/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
 Sabato,31/12/2016,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,
